sample,org,dataset,gpair,phylum,left_tpm_raw,junc_tpm_raw
SRR4019001_2_LS,Laodelphax_striatellus,NL_LS_SF_transc,11,Arthropoda,2924.905408063303,2414.307137141822
SRR4019085_3_LS,Laodelphax_striatellus,NL_LS_SF_transc,11,Arthropoda,2872.40494451126,1741.2277677603129
SRR4019086_4_LS,Laodelphax_striatellus,NL_LS_SF_transc,11,Arthropoda,1793.886402632435,2743.744529525162
SRR4020768_9_LS,Laodelphax_striatellus,NL_LS_SF_transc,11,Arthropoda,1181.8980365421444,398.8521554663264
SRR4215559_0_LP,Limulus_polyphemus,LP_transcriptome,12,Arthropoda,32978.534797478715,15532.129825351316
SRR4215560_1_LP,Limulus_polyphemus,LP_transcriptome,12,Arthropoda,36863.147739586304,12486.88360891735
SRR4215561_2_LP,Limulus_polyphemus,LP_transcriptome,12,Arthropoda,37260.6313520049,11701.496520532648
SRR4215562_3_LP,Limulus_polyphemus,LP_transcriptome,12,Arthropoda,37215.37305311214,12343.039312858396
SRR4240472_12_ZN,Zootermopsis_nevadensis,ZN_transc,11,Arthropoda,34129.06011222186,8254.454399168375
SRR4292804_0_GG,Gallus_gallus,Gallus.g_thrombocytes,22,Chordata,68749.64826409907,27486.932648511935
SRR4292805_1_GG,Gallus_gallus,Gallus.g_thrombocytes,24,Chordata,55721.70614710707,17004.14033771197
SRR4292806_2_GG,Gallus_gallus,Gallus.g_thrombocytes,22,Chordata,70250.96977785602,15030.225049787923
SRR4292807_3_GG,Gallus_gallus,Gallus.g_thrombocytes,22,Chordata,66336.71629334462,15585.851736449982
SRR4292808_4_GG,Gallus_gallus,Gallus.g_thrombocytes,22,Chordata,72106.06151024254,22655.770471568456
SRR4292809_5_GG,Gallus_gallus,Gallus.g_thrombocytes,22,Chordata,68597.65761457499,29384.01193400352
SRR4425244_0_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,29266.334848915474,12866.510018260768
SRR4425245_1_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,21585.059898956075,13726.044021924066
SRR4425246_2_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,22650.825308325908,12202.289617172864
SRR4425247_3_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,22003.262286742927,11750.971365653364
SRR4425248_4_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,21195.394729751715,11289.478430553094
SRR4425249_5_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,18188.35809348266,12016.321911375278
SRR4425250_6_BM,Bombyx_mori,BM_transcriptome_random,8,Arthropoda,26471.161298501807,3904.4997507356575
SRR4425251_7_BM,Bombyx_mori,BM_transcriptome_random,8,Arthropoda,26916.95416264249,4603.692121462744
SRR4425252_8_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,22959.246640640755,10439.095647215836
SRR4425253_9_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,19990.760859937414,10835.975422155829
SRR4425254_10_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,16670.03963974385,12987.4624135627
SRR4425255_11_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,19207.57636802282,13231.037755002479
SRR4425256_12_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,19585.652437988523,8708.942570966883
SRR4425257_13_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,15429.724264403187,12138.35197218561
SRR4425258_14_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,26009.556200676783,12145.82525951364
SRR4425259_15_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,17846.605817284122,9875.317252223795
SRR4425260_16_BM,Bombyx_mori,BM_transcriptome_random,12,Arthropoda,20779.995279546867,11923.380082346943
SRR4425261_17_BM,Bombyx_mori,BM_transcriptome_random,10,Arthropoda,47184.67726880844,9732.682997448457
SRR449527_9_AC,Anolis_carolinensis,AC_green_anole,12,Chordata,45268.97279110371,27472.236425795418
SRR453538_0_BT,Bemisia_tabaci,BT_transc2,6,Arthropoda,6132.839473128239,2048.151866260312
SRR453539_1_BT,Bemisia_tabaci,BT_transc2,10,Arthropoda,4607.9378185914975,411.10724320828103
SRR453540_2_BT,Bemisia_tabaci,BT_transc2,12,Arthropoda,4806.002958938308,239.94863951679793
SRR453541_3_BT,Bemisia_tabaci,BT_transc2,12,Arthropoda,2880.932279283761,1441.202860461377
SRR453542_4_BT,Bemisia_tabaci,BT_transc2,11,Arthropoda,867.3702956937202,417.064452997263
SRR453543_5_BT,Bemisia_tabaci,BT_transc2,12,Arthropoda,2366.9281430049805,409.3495998566872
SRR453544_6_BT,Bemisia_tabaci,BT_transc2,12,Arthropoda,2829.5622575372804,418.62938999484254
SRR453545_7_BT,Bemisia_tabaci,BT_transc2,10,Arthropoda,5811.613728051472,142.2452139124174
SRR489439_0_XT,Xenopus_tropicalis,XT_developement,10,Chordata,5127.289114853454,16400.075946085864
SRR489440_1_XT,Xenopus_tropicalis,XT_developement,9,Chordata,6040.636744136232,15918.14713702799
SRR489441_2_XT,Xenopus_tropicalis,XT_developement,8,Chordata,10346.55224702352,13557.159282729195
SRR489442_3_XT,Xenopus_tropicalis,XT_developement,6,Chordata,11573.308184977624,8159.1643676791955
SRR489443_4_XT,Xenopus_tropicalis,XT_developement,10,Chordata,5447.161885637287,8988.560760397373
SRR489444_5_XT,Xenopus_tropicalis,XT_developement,8,Chordata,8103.405426416314,7573.484239963869
SRR489445_6_XT,Xenopus_tropicalis,XT_developement,10,Chordata,3590.3324642742664,7245.369259981429
SRR489446_7_XT,Xenopus_tropicalis,XT_developement,12,Chordata,6946.150593362572,13670.72443655262
SRR489447_8_XT,Xenopus_tropicalis,XT_developement,10,Chordata,3437.5275623547645,8109.518781623283
SRR489449_10_XT,Xenopus_tropicalis,XT_developement,12,Chordata,11737.30559179818,18766.504660259678
SRR489450_11_XT,Xenopus_tropicalis,XT_developement,12,Chordata,12353.213639596659,21218.060583049897
SRR489451_12_XT,Xenopus_tropicalis,XT_developement,12,Chordata,12316.325508635895,17618.053420626224
SRR489453_14_XT,Xenopus_tropicalis,XT_developement,12,Chordata,17886.38617412136,15778.974636922852
SRR489454_15_XT,Xenopus_tropicalis,XT_developement,12,Chordata,19211.238554520496,17139.316459061665
SRR489455_16_XT,Xenopus_tropicalis,XT_developement,10,Chordata,19240.23410629418,33679.36961075982
SRR489456_17_XT,Xenopus_tropicalis,XT_developement,10,Chordata,18558.635544846285,35695.38598344005
SRR489457_18_XT,Xenopus_tropicalis,XT_developement,12,Chordata,10971.128874653466,28070.8959697753
SRR489458_19_XT,Xenopus_tropicalis,XT_developement,12,Chordata,10796.788508013442,30415.31126921842
SRR489459_20_XT,Xenopus_tropicalis,XT_developement,12,Chordata,21018.743294823897,26853.477747442794
SRR489460_21_XT,Xenopus_tropicalis,XT_developement,12,Chordata,24302.223420019563,22936.393050511062
SRR489461_22_XT,Xenopus_tropicalis,XT_developement,12,Chordata,26143.956247301467,19038.736725728988
SRR489462_23_XT,Xenopus_tropicalis,XT_developement,12,Chordata,25637.595435170515,15626.601179712317
SRR489463_24_XT,Xenopus_tropicalis,XT_developement,12,Chordata,23264.491990261307,17760.07613975161
SRR489464_25_XT,Xenopus_tropicalis,XT_developement,12,Chordata,20821.00796752543,14383.001128523792
SRR489465_26_XT,Xenopus_tropicalis,XT_developement,12,Chordata,14119.04192438657,6525.029198381436
SRR489466_27_XT,Xenopus_tropicalis,XT_developement,12,Chordata,11212.799379230646,9183.180549818439
SRR489467_28_XT,Xenopus_tropicalis,XT_developement,12,Chordata,12380.081164093519,5953.30045381918
SRR489468_29_XT,Xenopus_tropicalis,XT_developement,12,Chordata,15603.642924757532,6902.108228153727
SRR489469_30_XT,Xenopus_tropicalis,XT_developement,12,Chordata,17953.16383335547,7748.121986828313
SRR489470_31_XT,Xenopus_tropicalis,XT_developement,12,Chordata,25858.40668682073,7757.661168606628
SRR489471_32_XT,Xenopus_tropicalis,XT_developement,12,Chordata,24609.107610502375,9092.844306839732
SRR489472_33_XT,Xenopus_tropicalis,XT_developement,12,Chordata,30601.049082892245,9363.054765441992
SRR489473_34_XT,Xenopus_tropicalis,XT_developement,12,Chordata,43053.20546332885,17153.381126059772
SRR489474_35_XT,Xenopus_tropicalis,XT_developement,12,Chordata,43764.36069053358,18441.62351813065
SRR489475_36_XT,Xenopus_tropicalis,XT_developement,12,Chordata,36608.1721578465,15768.698700584817
SRR489476_37_XT,Xenopus_tropicalis,XT_developement,12,Chordata,40274.330376023165,17481.13786305086
SRR489477_38_XT,Xenopus_tropicalis,XT_developement,12,Chordata,34517.41498935043,21316.0242096782
SRR489478_39_XT,Xenopus_tropicalis,XT_developement,12,Chordata,38526.43196562126,22952.383869226735
SRR492481_11_AC,Anolis_carolinensis,AC_green_anole,12,Chordata,50983.63530758538,23832.472833597916
SRR492482_12_AC,Anolis_carolinensis,AC_green_anole,12,Chordata,49566.1901063619,27964.591075173324
SRR495264_13_AC,Anolis_carolinensis,AC_green_anole,12,Chordata,45908.21277411995,50035.210995143054
SRR495265_14_AC,Anolis_carolinensis,AC_green_anole,10,Chordata,35702.665534770094,31027.89025470389
SRR495266_15_AC,Anolis_carolinensis,AC_green_anole,12,Chordata,45793.200404046984,31354.653501240842
SRR495267_16_AC,Anolis_carolinensis,AC_green_anole,12,Chordata,45675.23693788993,31474.971921479802
SRR495268_17_AC,Anolis_carolinensis,AC_green_anole,12,Chordata,45722.92158769837,49836.98513323753
SRR495269_18_AC,Anolis_carolinensis,AC_green_anole,8,Chordata,75441.42616402663,63146.41560759263
SRR5275416_1_TU,Tetranychus_urticae,TU_transcriptome,9,Arthropoda,7509.368626397751,4070.204381819313
SRR5275417_2_TU,Tetranychus_urticae,TU_transcriptome,6,Arthropoda,8167.680068874041,13756.350652994352
SRR5275418_3_TU,Tetranychus_urticae,TU_transcriptome,3,Arthropoda,24776.701925510133,14776.328305081784
SRR5275419_4_TU,Tetranychus_urticae,TU_transcriptome,9,Arthropoda,29193.70806434227,7105.409890593358
SRR540258_21_AC,Anolis_carolinensis,AC_green_anole,12,Chordata,47303.59266976266,32791.973263899905
SRR543711_24_AC,Anolis_carolinensis,AC_green_anole,12,Chordata,44478.349958296465,27086.539627483653
SRR543713_26_AC,Anolis_carolinensis,AC_green_anole,12,Chordata,46882.10151650406,33028.864121944345
SRR5447492_0_PR,Pieris_rapae,PR_transc,10,Arthropoda,41435.73620335448,28392.06545383561
SRR5447493_1_PR,Pieris_rapae,PR_transc,10,Arthropoda,34916.64027132177,27579.32560115448
SRR5447494_2_PR,Pieris_rapae,PR_transc,12,Arthropoda,21615.04136892194,23004.301563035286
SRR5447495_3_PR,Pieris_rapae,PR_transc,11,Arthropoda,28114.596364967736,22717.96868533246
SRR5447496_4_PR,Pieris_rapae,PR_transc,10,Arthropoda,35179.689501860514,34483.64810851969
SRR5447497_5_PR,Pieris_rapae,PR_transc,12,Arthropoda,22381.166553488445,20176.92040720982
SRR5447498_6_PR,Pieris_rapae,PR_transc,12,Arthropoda,23498.791453896767,18882.122602884934
SRR5447499_7_PR,Pieris_rapae,PR_transc,12,Arthropoda,24599.334771147544,21110.68543498693
SRR5447500_8_PR,Pieris_rapae,PR_transc,12,Arthropoda,21048.31865846445,19018.4401528615
SRR5447501_9_PR,Pieris_rapae,PR_transc,12,Arthropoda,22207.579684413184,19611.74938558753
SRR5447502_10_PR,Pieris_rapae,PR_transc,10,Arthropoda,30394.987791290096,28600.685546743938
SRR5447504_12_PR,Pieris_rapae,PR_transc,12,Arthropoda,21597.190539443993,18228.704798788243
SRR5447505_13_PR,Pieris_rapae,PR_transc,11,Arthropoda,30142.71291821621,29231.094504766537
SRR5447506_14_PR,Pieris_rapae,PR_transc,12,Arthropoda,23659.453262511608,22427.91350265356
SRR5447507_15_PR,Pieris_rapae,PR_transc,10,Arthropoda,30185.371927254848,26524.113131991267
SRR5447508_16_PR,Pieris_rapae,PR_transc,12,Arthropoda,21459.44569005943,18370.97653022762
SRR5447509_17_PR,Pieris_rapae,PR_transc,10,Arthropoda,35422.365126766,28453.073971437952
SRR5447510_18_PR,Pieris_rapae,PR_transc,12,Arthropoda,23783.505918569517,22006.130924155295
SRR5447511_19_PR,Pieris_rapae,PR_transc,12,Arthropoda,21607.927672743972,21838.89656866251
SRR5447512_20_PR,Pieris_rapae,PR_transc,12,Arthropoda,22713.433866228403,7059.411946632528
SRR5447513_21_PR,Pieris_rapae,PR_transc,10,Arthropoda,40928.362262251554,9594.114723041792
SRR5447514_22_PR,Pieris_rapae,PR_transc,9,Arthropoda,32043.960082224683,10400.585952909902
SRR5447515_23_PR,Pieris_rapae,PR_transc,10,Arthropoda,38992.788551634076,9120.310556114684
SRR5447516_24_PR,Pieris_rapae,PR_transc,10,Arthropoda,25777.983836445335,9363.007674075465
SRR5447517_25_PR,Pieris_rapae,PR_transc,10,Arthropoda,38949.609080947244,7565.867153980312
SRR5447518_26_PR,Pieris_rapae,PR_transc,10,Arthropoda,34832.42069680951,7096.562504333277
SRR5447519_27_PR,Pieris_rapae,PR_transc,10,Arthropoda,35076.430276281186,9966.359603802362
SRR5447520_28_PR,Pieris_rapae,PR_transc,10,Arthropoda,40784.73469856355,16085.645371905102
SRR5447521_29_PR,Pieris_rapae,PR_transc,9,Arthropoda,36642.74014658908,10022.393664325096
SRR5447522_30_PR,Pieris_rapae,PR_transc,10,Arthropoda,23819.612632639233,6861.817519867756
SRR5447523_31_PR,Pieris_rapae,PR_transc,12,Arthropoda,19623.93873084592,8376.547007310252
SRR5447524_32_PR,Pieris_rapae,PR_transc,9,Arthropoda,36898.99458098575,10621.60516806383
SRR5447525_33_PR,Pieris_rapae,PR_transc,12,Arthropoda,22527.884597266897,7739.105459172897
SRR5447526_34_PR,Pieris_rapae,PR_transc,11,Arthropoda,25920.526801413427,7818.916791881173
SRR5447527_35_PR,Pieris_rapae,PR_transc,9,Arthropoda,37823.21482004733,7681.914513634192
SRR5447528_36_PR,Pieris_rapae,PR_transc,10,Arthropoda,32807.462419173375,9170.192121439137
SRR5447529_37_PR,Pieris_rapae,PR_transc,9,Arthropoda,31880.72058656176,7039.288323892973
SRR5447530_38_PR,Pieris_rapae,PR_transc,10,Arthropoda,35593.34074119585,11138.319942353097
SRR5447531_39_PR,Pieris_rapae,PR_transc,12,Arthropoda,19116.61729242276,5146.131779811255
SRR5458587_0_BG,Blattella_germanica,BL_cockroach_dev,12,Arthropoda,25725.5558165751,18055.026536678237
SRR5458589_2_BG,Blattella_germanica,BL_cockroach_dev,10,Arthropoda,68858.24881582867,34820.81793895378
SRR5458590_3_BG,Blattella_germanica,BL_cockroach_dev,12,Arthropoda,18324.13154896338,27237.559447275686
SRR5458592_5_BG,Blattella_germanica,BL_cockroach_dev,12,Arthropoda,15779.038433640475,30767.991679037543
SRR5458593_6_BG,Blattella_germanica,BL_cockroach_dev,10,Arthropoda,48003.21676059744,43182.11104432616
SRR5590378_5_LC,Lethenteron_camtschaticum,Hagfish_Lamprey,12,Chordata,58467.57079470217,16104.29802418992
SRR5590379_6_LC,Lethenteron_camtschaticum,Hagfish_Lamprey,12,Chordata,63674.20950148615,11621.144430567252
SRR5590380_7_LC,Lethenteron_camtschaticum,Hagfish_Lamprey,12,Chordata,68998.62046932857,15279.579897857362
SRR5590381_8_LC,Lethenteron_camtschaticum,Hagfish_Lamprey,12,Chordata,44764.95858497276,27040.401113565043
SRR5590383_10_LC,Lethenteron_camtschaticum,Hagfish_Lamprey,12,Chordata,49300.15897748484,12066.386102660821
SRR5590384_11_LC,Lethenteron_camtschaticum,Hagfish_Lamprey,12,Chordata,48674.931552050766,13201.603124884092
SRR5590385_12_LC,Lethenteron_camtschaticum,Hagfish_Lamprey,9,Chordata,81094.23836478738,17128.759230061758
SRR5947979_0_PH,Parhyale_hawaiensis,PH_transc,14,Arthropoda,15897.355442499967,12513.24178726658
SRR5947981_2_PH,Parhyale_hawaiensis,PH_transc,14,Arthropoda,16479.902284748456,10692.771129635454
SRR5947982_3_PH,Parhyale_hawaiensis,PH_transc,14,Arthropoda,14959.707913214606,12413.107820163601
SRR5947983_4_PH,Parhyale_hawaiensis,PH_transc,14,Arthropoda,14490.694129096628,12887.304354619064
SRR5947984_5_PH,Parhyale_hawaiensis,PH_transc,14,Arthropoda,13584.49158818005,13149.156267336504
SRR5947985_6_PH,Parhyale_hawaiensis,PH_transc,12,Arthropoda,30927.581772312325,11798.629833900844
SRR5947986_7_PH,Parhyale_hawaiensis,PH_transc,14,Arthropoda,20403.896466878396,10299.665541289785
SRR6007349_0_RP,Ruditapes_philippinarum,RP_cdna,10,Mollusca,3093.0710062995213,7817.3053608442115
SRR6055359_0_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,9156.701131622962,4297.219139417945
SRR6055360_1_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,11507.490169966346,8090.641638070119
SRR6055361_2_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,6971.055081838955,4661.96032513128
SRR6055362_3_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,8659.561414120762,5180.044278855896
SRR6055363_4_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,8367.371192207596,6797.854125350759
SRR6055364_5_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,9218.783533622847,5974.580473826747
SRR6055365_6_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,8571.56261367176,5689.8892633859505
SRR6055366_7_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,11237.54849961529,7387.643649668942
SRR6055367_8_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,9827.868439986561,5371.209687596294
SRR6055368_9_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,11672.85218726416,7870.265047271299
SRR6055369_10_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,9899.444756703499,4941.794844947475
SRR6055370_11_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,10229.77006468249,5448.583019077071
SRR6055371_12_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,7988.000472007986,7534.668968283243
SRR6055372_13_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,9922.731248923325,7037.081561432954
SRR6055373_14_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,10881.446544212253,7657.431886502531
SRR6055374_15_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,11041.175818261177,5854.230158666171
SRR6055375_16_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,11162.661788316356,6639.092046474634
SRR6055376_17_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,8825.321446062053,5759.116528308679
SRR6055377_18_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,8358.470163687116,3292.9834608138026
SRR6055378_19_DM,Drosophila_melanogaster,DM_heads,14,Arthropoda,8186.920839645364,3927.389593358664
SRR6055379_20_DM,Drosophila_melanogaster,DM_heads,4,Arthropoda,0.0,508.1709647771022
SRR6055380_21_DM,Drosophila_melanogaster,DM_heads,6,Arthropoda,0.0,717.6389243684434
SRR6055381_22_DM,Drosophila_melanogaster,DM_heads,3,Arthropoda,0.0,1474.3992929954716
SRR6055382_23_DM,Drosophila_melanogaster,DM_heads,6,Arthropoda,0.0,398.58883697260524
SRR6055383_24_DM,Drosophila_melanogaster,DM_heads,4,Arthropoda,0.0,550.6641384886453
SRR6055385_26_DM,Drosophila_melanogaster,DM_heads,6,Arthropoda,0.0,382.5967453518594
SRR6055386_27_DM,Drosophila_melanogaster,DM_heads,10,Arthropoda,0.0,185.7177839625281
SRR6055387_28_DM,Drosophila_melanogaster,DM_heads,7,Arthropoda,0.0,546.6986944970139
SRR6055388_29_DM,Drosophila_melanogaster,DM_heads,7,Arthropoda,0.0,291.1333275935294
SRR6055389_30_DM,Drosophila_melanogaster,DM_heads,8,Arthropoda,0.0,156.06542837682997
SRR6055390_31_DM,Drosophila_melanogaster,DM_heads,6,Arthropoda,0.0,370.8062584528386
SRR6055391_32_DM,Drosophila_melanogaster,DM_heads,7,Arthropoda,0.0,386.9426408719754
SRR6055392_33_DM,Drosophila_melanogaster,DM_heads,7,Arthropoda,0.0,286.43083440288444
SRR6055393_34_DM,Drosophila_melanogaster,DM_heads,8,Arthropoda,0.0,170.70804100482002
SRR6055394_35_DM,Drosophila_melanogaster,DM_heads,10,Arthropoda,0.0,196.10893917377916
SRR6055395_36_DM,Drosophila_melanogaster,DM_heads,9,Arthropoda,0.0,317.5010418669222
SRR6055396_37_DM,Drosophila_melanogaster,DM_heads,8,Arthropoda,0.0,248.45549284900193
SRR6055397_38_DM,Drosophila_melanogaster,DM_heads,9,Arthropoda,0.0,371.39176276956016
SRR6055398_39_DM,Drosophila_melanogaster,DM_heads,11,Arthropoda,0.0,96.7241229331158
SRR6122866_0_GG,Gallus_gallus,GG_pcr,22,Chordata,49540.97812216156,4702.161367276133
SRR6122867_1_GG,Gallus_gallus,GG_pcr,22,Chordata,47052.484397215885,5088.807113738916
SRR6122868_2_GG,Gallus_gallus,GG_pcr,24,Chordata,59182.76664041801,3206.227618650102
SRR6122869_3_GG,Gallus_gallus,GG_pcr,24,Chordata,56726.05443045421,3792.789877061765
SRR6122870_4_GG,Gallus_gallus,GG_pcr,24,Chordata,53000.32427201982,3624.3530598846355
SRR6122871_5_GG,Gallus_gallus,GG_pcr,24,Chordata,54932.27740612921,4392.79744248216
SRR6122872_6_GG,Gallus_gallus,GG_pcr,22,Chordata,46407.38717737677,4696.675905450631
SRR6122873_7_GG,Gallus_gallus,GG_pcr,24,Chordata,58921.01705195721,3944.0014078778377
SRR6122874_8_GG,Gallus_gallus,GG_pcr,22,Chordata,42436.071758933744,5351.600418310973
SRR6131207_1_RP,Ruditapes_philippinarum,RP_cdna,11,Mollusca,5801.843229352181,16939.427512431805
SRR6131208_2_RP,Ruditapes_philippinarum,RP_cdna,11,Mollusca,6954.349341758168,15650.88701781085
SRR6131209_3_RP,Ruditapes_philippinarum,RP_cdna,11,Mollusca,6816.281872666579,14270.699502639542
SRR6245997_10_BL,Branchiostoma_lanceolatum,BL_transcriptome,12,Chordata,19883.421457168603,1212.5284897865495
SRR6245998_11_BL,Branchiostoma_lanceolatum,BL_transcriptome,10,Chordata,16126.576416184373,1779.4206540309365
SRR6246000_13_BL,Branchiostoma_lanceolatum,BL_transcriptome,6,Chordata,28862.717886200364,284.4473127966453
SRR6246014_27_BL,Branchiostoma_lanceolatum,BL_transcriptome,9,Chordata,3402.66065722994,3105.863661505681
SRR6246019_32_BL,Branchiostoma_lanceolatum,BL_transcriptome,8,Chordata,10441.566395306161,8022.425086635892
SRR6246020_33_BL,Branchiostoma_lanceolatum,BL_transcriptome,8,Chordata,4284.027158459607,6672.90161595083
SRR6246021_34_BL,Branchiostoma_lanceolatum,BL_transcriptome,7,Chordata,5153.756497084339,9895.579677618092
SRR6246022_35_BL,Branchiostoma_lanceolatum,BL_transcriptome,10,Chordata,5772.240169035111,3212.314184112125
SRR6246023_36_BL,Branchiostoma_lanceolatum,BL_transcriptome,8,Chordata,11109.30906648402,9160.857978400612
SRR6246024_37_BL,Branchiostoma_lanceolatum,BL_transcriptome,9,Chordata,8892.01216926803,11256.43897868204
SRR6246025_38_BL,Branchiostoma_lanceolatum,BL_transcriptome,6,Chordata,12526.333577782107,29147.58475394401
SRR6246026_39_BL,Branchiostoma_lanceolatum,BL_transcriptome,7,Chordata,1676.63378647189,6980.511817755654
SRR6246027_40_BL,Branchiostoma_lanceolatum,BL_transcriptome,9,Chordata,32048.86350917648,19235.33955265004
SRR6246028_41_BL,Branchiostoma_lanceolatum,BL_transcriptome,9,Chordata,8070.1661785844335,5045.873489133326
SRR6246029_42_BL,Branchiostoma_lanceolatum,BL_transcriptome,11,Chordata,41343.8236315991,8215.482067731758
SRR6246030_43_BL,Branchiostoma_lanceolatum,BL_transcriptome,9,Chordata,17275.185485843092,23779.311950778283
SRR6246031_44_BL,Branchiostoma_lanceolatum,BL_transcriptome,10,Chordata,21875.837823085032,6309.001125134722
SRR6246032_45_BL,Branchiostoma_lanceolatum,BL_transcriptome,10,Chordata,5731.468893800361,7670.189980451689
SRR6246033_46_BL,Branchiostoma_lanceolatum,BL_transcriptome,11,Chordata,30639.85907081178,11524.668392266462
SRR6246034_47_BL,Branchiostoma_lanceolatum,BL_transcriptome,6,Chordata,9463.217943737092,10026.579782055693
SRR6246035_48_BL,Branchiostoma_lanceolatum,BL_transcriptome,12,Chordata,4173.029354132072,5347.854314963591
SRR6246036_49_BL,Branchiostoma_lanceolatum,BL_transcriptome,9,Chordata,5679.097689953785,8296.678793241932
SRR6246037_50_BL,Branchiostoma_lanceolatum,BL_transcriptome,12,Chordata,13113.812921595883,5490.191129926658
SRR6246038_51_BL,Branchiostoma_lanceolatum,BL_transcriptome,6,Chordata,3490.943348914734,4299.4844886713245
SRR6246050_63_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,33906.05469803845,10447.712758118032
SRR6246051_64_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,34646.97839741891,10139.259745220716
SRR6246052_65_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,34242.962742562915,9568.730380470555
SRR6246053_66_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,31492.37676557112,8706.315566584612
SRR6246054_67_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,31722.847807871596,9083.478097244877
SRR6246055_68_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,31656.32601366128,9169.235498130965
SRR6246056_69_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,42010.06285959694,13443.107666660051
SRR6246057_70_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,43161.06552109253,13689.892259778393
SRR6246058_71_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,42500.30659079152,14173.139488452658
SRR6246059_72_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,40383.3269782995,11733.678829447392
SRR6246060_73_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,39971.75124002124,11475.813642284393
SRR6246061_74_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,41241.91564824866,10781.657833271101
SRR6246062_75_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,37327.74217375392,14925.282940793431
SRR6246063_76_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,36745.92036975027,13695.410325879693
SRR6246064_77_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,37067.40972725382,13913.909416256869
SRR6246065_78_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,31629.726617342094,13055.652458466746
SRR6246066_79_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,31752.865802080494,11736.570226398228
SRR6246067_80_OL,Oryzias_latipes,BL_transcriptome,12,Chordata,32620.732769452632,12926.092328761813
SRR6395538_1_PC,Pomacea_canaliculata,PC_random,10,Mollusca,34891.271501565505,8035.0275499584695
SRR6395541_4_PC,Pomacea_canaliculata,PC_random,10,Mollusca,29907.511007534213,6132.8198597408245
SRR6395542_5_PC,Pomacea_canaliculata,PC_random,10,Mollusca,33013.076736755385,8431.169180583398
SRR6395543_6_PC,Pomacea_canaliculata,PC_random,10,Mollusca,36788.51463084373,7805.905039317009
SRR6395545_8_PC,Pomacea_canaliculata,PC_random,10,Mollusca,40262.74775242519,9402.589100569607
SRR6416837_0_RP,Ruditapes_philippinarum,RP_pcr,10,Mollusca,11686.784782799306,5049.093279992695
SRR6416838_1_RP,Ruditapes_philippinarum,RP_pcr,11,Mollusca,15113.157648059834,5094.121602548295
SRR6416839_2_RP,Ruditapes_philippinarum,RP_pcr,9,Mollusca,14886.434734519891,5920.174868249883
SRR6416840_3_RP,Ruditapes_philippinarum,RP_pcr,9,Mollusca,17910.945108664106,5936.057539531403
